Observasi_ID,Tanggal_Observasi,Grid_ID,Jenis_Lokasi,Latitude_Dummy,Longitude_Dummy,Persentase_Lumut,Persentase_Vegetasi,Air_Tenang,Paparan_Matahari,Luas_Genangan_m2,Curah_Hujan_30_Hari_mm,Pendatang_30_Hari,Pendatang_Dari_Endemis,Pekerja_Mobil,Riwayat_Perjalanan_Endemis,Skor_Mobilitas_0_100,Kasus_Malaria_1km_30Hari,Jarak_Hutan_m,Jarak_Sawah_m,Jarak_Sungai_m,Jarak_Rawa_m,Jarak_Tambang_m,Jarak_Permukiman_m,Jarak_Puskesmas_m,Habitat_Risk_Score_0_100,Mobility_Risk_Score_0_100,Risiko_Gabungan_0_100,Kategori_Habitat_5,Kategori_Heatmap_4,Foto_Dokumentasi_ID
OBS-HJ-01717,2025-11-03,HJ-G-1111,Hutan,-3.47973,138.509472,38,67,Ya,Rendah,3.6,310,0,0,3,1,21,2,0,100,100,360,2590,100,2010,77,21,59,High,Sedang,IMG-HJ-01717.jpg
OBS-HJ-01718,2026-04-05,HJ-G-0710,Rawa,-3.486937,138.50857,59,73,Ya,Sedang,13.5,264,2,1,0,0,16,1,600,760,790,0,2430,500,1930,89,16,63,Very High,Sedang,IMG-HJ-01718.jpg
OBS-HJ-01719,2026-03-07,HJ-G-0863,Rawa,-3.484234,138.511276,100,94,Ya,Sedang,20.5,233,0,0,5,0,7,1,420,360,620,0,2210,100,1660,94,7,65,Very High,Sedang,IMG-HJ-01719.jpg
OBS-HJ-01720,2026-04-07,HJ-G-0238,Bekas Tambang,-3.495946,138.533829,74,98,Tidak,Rendah,35.9,206,9,3,29,14,70,1,3140,1620,1790,2260,0,100,1300,72,70,63,High,Sedang,IMG-HJ-01720.jpg
OBS-HJ-01721,2025-11-24,HJ-G-0900,Belukar/Lahan Terbuka,-3.484234,138.544655,5,22,Tidak,Tinggi,6.5,313,0,0,1,0,30,2,3080,1060,1330,3440,780,100,2100,33,30,32,Low,Rendah,IMG-HJ-01721.jpg
OBS-HJ-01722,2025-11-05,HJ-G-2071,Hutan,-3.462613,138.518493,59,28,Tidak,Rendah,21.0,279,0,0,7,0,12,0,0,500,1610,2470,3180,2190,2850,43,12,30,Medium,Rendah,IMG-HJ-01722.jpg
OBS-HJ-01723,2026-02-05,HJ-G-1024,Sawah,-3.481532,138.5212,64,72,Tidak,Tinggi,22.0,357,2,1,3,0,26,2,1030,0,260,1030,1390,200,820,66,26,53,High,Sedang,IMG-HJ-01723.jpg
OBS-HJ-01724,2026-01-11,HJ-G-1421,Sawah,-3.474324,138.518493,39,80,Ya,Tinggi,43.3,364,1,0,3,0,6,0,220,0,340,1350,2120,950,1650,75,6,50,High,Rendah,IMG-HJ-01724.jpg
OBS-HJ-01725,2026-03-25,HJ-G-1921,Hutan,-3.465315,138.518493,90,64,Ya,Rendah,13.8,270,0,0,1,0,6,1,0,510,1310,2190,2920,1920,2570,68,6,48,High,Rendah,IMG-HJ-01725.jpg
OBS-HJ-01726,2026-04-08,HJ-G-0318,Permukiman,-3.494144,138.515787,28,42,Tidak,Sedang,4.4,199,11,1,2,1,58,2,1610,1300,1780,320,1630,0,1370,46,58,46,Medium,Rendah,IMG-HJ-01726.jpg
OBS-HJ-01727,2026-06-06,HJ-G-0053,Belukar/Lahan Terbuka,-3.498649,138.502255,21,32,Tidak,Sedang,4.8,117,6,0,0,0,35,0,1500,2240,2170,360,3200,1140,2920,40,35,33,Low,Rendah,IMG-HJ-01727.jpg
OBS-HJ-01728,2025-12-30,HJ-G-2048,Perkebunan,-3.463514,138.542851,6,11,Tidak,Tinggi,5.3,347,4,1,13,0,54,0,2210,710,1790,4140,2690,1910,3230,29,54,30,Low,Rendah,IMG-HJ-01728.jpg
OBS-HJ-01729,2025-12-24,HJ-G-1410,Hutan,-3.474324,138.50857,53,84,Ya,Rendah,10.5,366,3,0,0,0,51,1,0,220,470,910,3000,710,2400,81,51,65,Very High,Sedang,IMG-HJ-01729.jpg
OBS-HJ-01730,2026-02-05,HJ-G-2495,Belukar/Lahan Terbuka,-3.455405,138.540144,4,24,Tidak,Rendah,3.1,308,3,0,0,0,37,0,2090,1220,2520,4530,3520,2800,3860,19,37,20,Very Low,Sangat Rendah,IMG-HJ-01730.jpg
OBS-HJ-01731,2025-10-02,HJ-G-0540,Bekas Tambang,-3.490541,138.535634,69,66,Ya,Sedang,23.6,252,20,7,36,19,100,1,2770,1140,1300,2400,0,450,1130,90,100,81,Very High,Tinggi,IMG-HJ-01731.jpg
OBS-HJ-01732,2025-11-18,HJ-G-1650,Perkebunan,-3.470721,138.544655,57,38,Tidak,Sedang,12.8,293,5,1,8,0,62,1,2470,510,1330,3890,2010,1170,2760,42,62,42,Medium,Rendah,IMG-HJ-01732.jpg
OBS-HJ-01733,2026-02-11,HJ-G-1615,Hutan,-3.470721,138.513081,31,60,Ya,Sedang,14.7,356,2,0,5,1,30,0,0,450,690,1430,2830,1140,2320,79,30,57,High,Sedang,IMG-HJ-01733.jpg
OBS-HJ-01734,2025-10-11,HJ-G-2222,Hutan,-3.45991,138.519396,78,65,Tidak,Rendah,6.4,242,1,0,2,1,12,0,0,500,1920,2790,3400,2510,3120,54,12,38,Medium,Rendah,IMG-HJ-01734.jpg
OBS-HJ-01735,2026-05-02,HJ-G-0471,Permukiman,-3.491441,138.518493,4,26,Ya,Sedang,3.4,137,2,1,4,0,30,5,1560,1000,1380,500,1300,0,950,54,30,53,Medium,Sedang,IMG-HJ-01735.jpg
OBS-HJ-01736,2026-01-03,HJ-G-1651,Hutan,-3.46982,138.500451,55,44,Ya,Rendah,21.3,410,5,0,2,0,42,0,0,1250,1370,1520,4020,1560,3430,57,42,45,Medium,Rendah,IMG-HJ-01736.jpg
OBS-HJ-01737,2026-05-17,HJ-G-1807,Hutan,-3.467117,138.505864,37,58,Ya,Rendah,11.1,149,2,0,9,1,48,0,0,1030,1320,1700,3700,1550,3150,62,48,50,High,Rendah,IMG-HJ-01737.jpg
OBS-HJ-01738,2026-02-22,HJ-G-1650,Perkebunan,-3.470721,138.544655,3,34,Tidak,Tinggi,10.6,367,4,1,24,0,63,0,2470,510,1330,3890,2010,1170,2760,35,63,35,Low,Rendah,IMG-HJ-01738.jpg
OBS-HJ-01739,2026-05-01,HJ-G-1700,Perkebunan,-3.46982,138.544655,11,54,Tidak,Tinggi,7.2,137,3,0,7,0,50,3,2450,540,1390,3940,2100,1260,2830,24,50,33,Low,Rendah,IMG-HJ-01739.jpg
OBS-HJ-01740,2025-11-06,HJ-G-2057,Hutan,-3.462613,138.505864,51,32,Tidak,Sedang,7.2,298,1,0,5,1,4,0,0,1490,1770,2200,4030,2040,3530,52,4,35,Medium,Rendah,IMG-HJ-01740.jpg
OBS-HJ-01741,2025-10-10,HJ-G-0608,Rawa,-3.488739,138.506766,81,88,Ya,Sedang,127.7,263,0,0,0,0,18,2,710,1030,990,0,2610,730,2140,92,18,68,Very High,Sedang,IMG-HJ-01741.jpg
OBS-HJ-01742,2025-11-24,HJ-G-0557,Rawa,-3.48964,138.505864,97,78,Ya,Rendah,16.3,323,0,0,0,0,43,1,710,1170,1100,0,2700,850,2250,95,43,73,Very High,Sedang,IMG-HJ-01742.jpg
OBS-HJ-01743,2025-10-01,HJ-G-1904,Hutan,-3.465315,138.503157,20,57,Ya,Rendah,12.8,252,0,0,3,0,14,0,0,1360,1630,1920,4060,1840,3510,58,14,41,Medium,Rendah,IMG-HJ-01743.jpg
OBS-HJ-01744,2026-02-21,HJ-G-1402,Hutan,-3.474324,138.501353,65,62,Tidak,Sedang,8.3,345,0,0,6,1,41,0,0,1000,930,1030,3670,1140,3080,54,41,43,Medium,Rendah,IMG-HJ-01744.jpg
OBS-HJ-01745,2026-04-12,HJ-G-2465,Hutan,-3.455405,138.513081,53,34,Ya,Rendah,9.2,203,3,1,6,1,33,0,0,1360,2380,3060,4170,2820,3810,59,33,45,Medium,Rendah,IMG-HJ-01745.jpg
OBS-HJ-01746,2026-03-15,HJ-G-0310,Rawa,-3.494144,138.50857,73,100,Ya,Sedang,14.3,308,3,0,0,0,32,2,1280,1490,1590,0,2420,410,2080,82,32,65,Very High,Sedang,IMG-HJ-01746.jpg
OBS-HJ-01747,2026-06-04,HJ-G-0585,Bekas Tambang,-3.48964,138.531123,62,58,Ya,Sedang,26.4,133,7,1,32,3,63,2,2390,850,1030,1900,0,100,630,84,63,72,Very High,Sedang,IMG-HJ-01747.jpg
OBS-HJ-01748,2026-05-21,HJ-G-1399,Perkebunan,-3.475225,138.543753,25,38,Ya,Tinggi,2.1,187,7,0,9,0,65,4,2530,500,1030,3610,1520,670,2380,52,65,56,Medium,Sedang,IMG-HJ-01748.jpg
OBS-HJ-01749,2026-04-05,HJ-G-0035,Belukar/Lahan Terbuka,-3.49955,138.531123,34,36,Tidak,Tinggi,10.1,208,3,0,3,0,45,1,3200,1920,2110,2100,500,200,1480,44,45,40,Medium,Rendah,IMG-HJ-01749.jpg
OBS-HJ-01750,2025-10-03,HJ-G-0690,Bekas Tambang,-3.487838,138.535634,66,48,Ya,Sedang,179.6,282,7,4,51,12,79,1,2550,850,1030,2400,0,200,1070,86,79,74,Very High,Sedang,IMG-HJ-01750.jpg
OBS-HJ-01751,2026-03-28,HJ-G-2024,Hutan,-3.463514,138.5212,84,58,Ya,Rendah,13.1,292,0,0,3,1,0,1,0,200,1580,2510,2950,2180,2680,74,0,51,High,Sedang,IMG-HJ-01751.jpg
OBS-HJ-01752,2025-12-24,HJ-G-0511,Rawa,-3.490541,138.509472,57,100,Ya,Sedang,62.8,343,2,0,2,0,46,1,1000,1080,1200,0,2300,540,1870,93,46,72,Very High,Sedang,IMG-HJ-01752.jpg
OBS-HJ-01753,2026-03-15,HJ-G-0767,Permukiman,-3.486036,138.514885,19,47,Ya,Sedang,15.7,256,4,1,1,1,58,2,860,450,1010,200,1770,0,1240,73,58,64,High,Sedang,IMG-HJ-01753.jpg
OBS-HJ-01754,2026-04-23,HJ-G-2453,Hutan,-3.455405,138.502255,17,49,Ya,Tinggi,7.1,195,0,0,5,1,6,0,0,2380,2670,3030,4880,2910,4400,52,6,35,Medium,Rendah,IMG-HJ-01754.jpg
OBS-HJ-01755,2026-01-08,HJ-G-1018,Sawah,-3.481532,138.515787,57,46,Tidak,Sedang,47.3,405,2,0,0,0,31,1,730,0,510,570,1890,100,1290,68,31,53,High,Sedang,IMG-HJ-01755.jpg
OBS-HJ-01756,2025-10-15,HJ-G-0456,Rawa,-3.491441,138.504962,65,72,Ya,Sedang,31.2,270,1,1,0,1,65,1,810,1390,1320,0,2800,890,2380,86,65,71,Very High,Sedang,IMG-HJ-01756.jpg
OBS-HJ-01757,2026-05-26,HJ-G-1035,Permukiman,-3.481532,138.531123,27,21,Ya,Rendah,2.6,163,8,0,1,0,27,5,1700,100,180,2060,670,0,850,62,27,58,High,Sedang,IMG-HJ-01757.jpg
OBS-HJ-01758,2025-10-21,HJ-G-0570,Permukiman,-3.48964,138.517591,0,36,Tidak,Tinggi,1.4,295,3,0,2,2,48,4,1350,800,1240,400,1400,0,970,35,48,42,Low,Rendah,IMG-HJ-01758.jpg
OBS-HJ-01759,2026-01-22,HJ-G-0822,Permukiman,-3.485135,138.519396,3,13,Ya,Rendah,14.2,366,1,1,2,1,59,1,1250,300,710,710,1340,0,770,56,59,51,Medium,Sedang,IMG-HJ-01759.jpg
OBS-HJ-01760,2025-10-04,HJ-G-1119,Sawah,-3.47973,138.516689,81,85,Tidak,Sedang,14.8,289,0,0,0,0,39,2,670,0,290,780,1920,320,1320,74,39,61,High,Sedang,IMG-HJ-01760.jpg
OBS-HJ-01761,2026-03-14,HJ-G-1394,Sawah,-3.475225,138.539242,53,87,Ya,Tinggi,40.0,295,3,0,3,0,42,5,2060,0,560,3140,1330,600,1980,79,42,72,High,Sedang,IMG-HJ-01761.jpg
OBS-HJ-01762,2025-10-11,HJ-G-0812,Rawa,-3.485135,138.510374,72,63,Ya,Sedang,83.7,298,2,1,1,1,68,1,450,500,660,0,2280,220,1750,93,68,76,Very High,Tinggi,IMG-HJ-01762.jpg
OBS-HJ-01763,2025-12-04,HJ-G-2309,Hutan,-3.458108,138.507668,65,52,Ya,Rendah,18.4,393,5,1,7,1,74,0,0,1770,2180,2700,4260,2510,3810,66,74,58,High,Sedang,IMG-HJ-01763.jpg
OBS-HJ-01764,2025-10-25,HJ-G-1829,Sawah,-3.467117,138.52571,29,50,Tidak,Tinggi,27.7,280,6,0,1,0,38,1,360,0,1390,2480,2380,1710,2230,45,38,39,Medium,Rendah,IMG-HJ-01764.jpg
OBS-HJ-01765,2026-04-03,HJ-G-1362,Sawah,-3.475225,138.510374,43,49,Ya,Sedang,5.8,215,5,0,6,0,40,0,100,0,290,850,2780,600,2180,80,40,60,High,Sedang,IMG-HJ-01765.jpg
OBS-HJ-01766,2026-06-02,HJ-G-0177,Permukiman,-3.496847,138.523906,6,45,Ya,Sedang,0.9,144,1,1,1,1,67,2,2400,1600,1800,1250,850,0,1090,44,67,47,Medium,Rendah,IMG-HJ-01766.jpg
OBS-HJ-01767,2026-04-19,HJ-G-1972,Hutan,-3.464414,138.519396,65,39,Ya,Sedang,11.6,222,1,1,4,0,19,1,0,400,1430,2330,2950,2040,2630,64,19,48,High,Rendah,IMG-HJ-01767.jpg
OBS-HJ-01768,2026-02-03,HJ-G-2192,Perkebunan,-3.460811,138.537438,29,44,Ya,Sedang,18.5,390,3,0,28,0,39,0,1680,570,1870,3890,2900,2200,3190,56,39,44,Medium,Rendah,IMG-HJ-01768.jpg
OBS-HJ-01769,2026-03-24,HJ-G-1069,Sawah,-3.480631,138.516689,24,41,Ya,Tinggi,68.2,283,0,0,1,1,70,2,760,0,390,710,1860,220,1260,73,70,66,High,Sedang,IMG-HJ-01769.jpg
OBS-HJ-01770,2025-10-12,HJ-G-0586,Bekas Tambang,-3.48964,138.532025,68,73,Ya,Tinggi,31.4,244,9,3,25,5,92,3,2440,890,1060,2000,0,140,720,89,92,83,Very High,Tinggi,IMG-HJ-01770.jpg
OBS-HJ-01771,2026-04-29,HJ-G-0559,Rawa,-3.48964,138.507668,66,66,Ya,Sedang,23.6,221,0,0,0,0,13,1,850,1080,1080,0,2500,730,2050,83,13,59,Very High,Sedang,IMG-HJ-01771.jpg
OBS-HJ-01772,2026-04-17,HJ-G-1750,Perkebunan,-3.468919,138.544655,21,18,Ya,Rendah,1.7,204,3,2,3,1,85,0,2430,580,1450,3980,2190,1360,2900,48,85,48,Medium,Rendah,IMG-HJ-01772.jpg
OBS-HJ-01773,2025-12-10,HJ-G-1395,Perkebunan,-3.475225,138.540144,36,38,Tidak,Tinggi,7.8,368,0,0,4,0,23,2,2150,100,650,3230,1360,600,2060,41,23,36,Medium,Rendah,IMG-HJ-01773.jpg
OBS-HJ-01774,2026-02-10,HJ-G-1819,Hutan,-3.467117,138.516689,62,70,Tidak,Sedang,14.3,347,0,0,3,1,38,1,0,580,1080,1930,2860,1660,2460,49,38,42,Medium,Rendah,IMG-HJ-01774.jpg
OBS-HJ-01775,2026-01-19,HJ-G-0791,Permukiman,-3.486036,138.536536,10,38,Tidak,Sedang,2.1,335,8,0,2,0,28,2,2480,720,910,2520,100,0,1180,53,28,45,Medium,Rendah,IMG-HJ-01775.jpg
OBS-HJ-01776,2026-03-28,HJ-G-1356,Hutan,-3.475225,138.504962,54,58,Tidak,Rendah,2.0,236,0,0,2,1,36,0,0,600,600,810,3280,780,2680,56,36,44,Medium,Rendah,IMG-HJ-01776.jpg
OBS-HJ-01777,2025-10-24,HJ-G-0302,Belukar/Lahan Terbuka,-3.494144,138.501353,43,28,Ya,Sedang,1.9,218,0,0,0,0,22,1,1000,1860,1730,100,3210,1200,2840,72,22,54,High,Sedang,IMG-HJ-01777.jpg
OBS-HJ-01778,2026-06-01,HJ-G-1049,Belukar/Lahan Terbuka,-3.481532,138.543753,15,32,Ya,Sedang,4.7,126,3,0,2,0,28,0,2830,780,1100,3400,920,140,2070,50,28,38,Medium,Rendah,IMG-HJ-01778.jpg
OBS-HJ-01779,2025-10-12,HJ-G-0308,Rawa,-3.494144,138.506766,100,82,Tidak,Tinggi,30.7,263,0,0,0,0,8,2,1170,1570,1590,0,2620,610,2260,72,8,53,High,Sedang,IMG-HJ-01779.jpg
OBS-HJ-01780,2025-12-01,HJ-G-1658,Hutan,-3.46982,138.506766,41,59,Tidak,Rendah,10.5,339,0,0,8,1,27,0,0,720,1000,1400,3440,1240,2870,51,27,39,Medium,Rendah,IMG-HJ-01780.jpg
OBS-HJ-01781,2026-02-14,HJ-G-2037,Perkebunan,-3.463514,138.532927,39,14,Tidak,Tinggi,9.6,392,7,0,19,1,69,0,1120,100,1560,3320,2600,1900,2740,34,69,36,Low,Rendah,IMG-HJ-01781.jpg
OBS-HJ-01782,2026-03-10,HJ-G-1438,Sawah,-3.474324,138.533829,42,37,Tidak,Tinggi,64.1,260,1,0,0,0,36,3,1480,0,360,2640,1400,700,1670,61,36,54,High,Sedang,IMG-HJ-01782.jpg
OBS-HJ-01783,2026-02-10,HJ-G-1837,Sawah,-3.467117,138.532927,23,74,Ya,Tinggi,10.4,384,0,0,0,0,12,1,1120,0,1170,3040,2200,1500,2360,57,12,42,Medium,Rendah,IMG-HJ-01783.jpg
OBS-HJ-01784,2025-12-29,HJ-G-0192,Belukar/Lahan Terbuka,-3.496847,138.537438,14,42,Tidak,Rendah,2.8,345,2,0,1,0,18,2,3440,1870,2020,2670,140,100,1660,43,18,36,Medium,Rendah,IMG-HJ-01784.jpg
OBS-HJ-01785,2025-11-21,HJ-G-0999,Belukar/Lahan Terbuka,-3.482432,138.543753,0,41,Ya,Tinggi,3.1,293,0,0,4,0,42,2,2880,850,1140,3370,850,100,2040,48,42,44,Medium,Rendah,IMG-HJ-01785.jpg
OBS-HJ-01786,2026-02-19,HJ-G-1114,Sawah,-3.47973,138.512179,62,56,Ya,Tinggi,20.3,359,1,1,3,0,15,0,300,0,250,450,2330,200,1740,80,15,55,High,Sedang,IMG-HJ-01786.jpg
OBS-HJ-01787,2025-11-11,HJ-G-1213,Sawah,-3.477928,138.511276,36,80,Ya,Tinggi,16.7,277,1,1,1,0,23,2,200,0,30,610,2520,320,1930,88,23,67,Very High,Sedang,IMG-HJ-01787.jpg
OBS-HJ-01788,2026-03-05,HJ-G-0299,Belukar/Lahan Terbuka,-3.495045,138.543753,16,39,Ya,Sedang,4.5,362,1,0,3,0,34,0,3750,1970,2180,3320,450,360,2150,61,34,46,High,Rendah,IMG-HJ-01788.jpg
OBS-HJ-01789,2025-11-07,HJ-G-0705,Rawa,-3.486937,138.50406,52,100,Ya,Sedang,16.2,315,0,0,0,0,37,1,360,1060,880,0,2930,710,2430,88,37,67,Very High,Sedang,IMG-HJ-01789.jpg
OBS-HJ-01790,2026-04-05,HJ-G-1584,Sawah,-3.471622,138.530221,57,52,Tidak,Tinggi,24.7,269,2,0,0,0,5,2,980,0,820,2480,1750,1080,1790,51,5,39,Medium,Rendah,IMG-HJ-01790.jpg
OBS-HJ-01791,2026-01-02,HJ-G-2369,Hutan,-3.457207,138.516689,63,58,Ya,Sedang,5.5,317,0,0,3,0,15,0,0,920,2180,2970,3800,2690,3490,66,15,46,High,Rendah,IMG-HJ-01791.jpg
OBS-HJ-01792,2025-10-20,HJ-G-1616,Hutan,-3.470721,138.513983,40,76,Ya,Rendah,15.8,241,0,0,9,1,16,0,0,410,680,1460,2760,1170,2260,71,16,49,High,Rendah,IMG-HJ-01792.jpg
OBS-HJ-01793,2026-01-10,HJ-G-1350,Perkebunan,-3.476126,138.544655,19,27,Tidak,Tinggi,6.1,327,5,0,7,0,36,3,2660,610,1110,3670,1480,640,2410,28,36,33,Low,Rendah,IMG-HJ-01793.jpg
OBS-HJ-01794,2026-01-16,HJ-G-0672,Permukiman,-3.487838,138.519396,34,32,Ya,Rendah,1.0,373,8,0,4,0,50,1,1390,600,980,610,1240,0,730,58,50,50,Medium,Rendah,IMG-HJ-01794.jpg
OBS-HJ-01795,2025-12-27,HJ-G-1827,Sawah,-3.467117,138.523906,47,36,Tidak,Tinggi,14.4,339,0,0,0,0,15,1,200,0,1310,2340,2460,1790,2240,50,15,38,Medium,Rendah,IMG-HJ-01795.jpg
OBS-HJ-01796,2026-03-31,HJ-G-2435,Belukar/Lahan Terbuka,-3.456306,138.531123,49,38,Tidak,Sedang,11.1,295,0,0,0,0,7,0,1120,800,2380,3780,3410,2720,3480,50,7,34,Medium,Rendah,IMG-HJ-01796.jpg
OBS-HJ-01797,2026-03-04,HJ-G-1361,Hutan,-3.475225,138.509472,77,53,Ya,Rendah,12.7,311,0,0,10,1,22,0,0,100,330,820,2860,600,2260,77,22,54,High,Sedang,IMG-HJ-01797.jpg
OBS-HJ-01798,2026-05-26,HJ-G-0685,Permukiman,-3.487838,138.531123,48,43,Tidak,Rendah,11.5,193,2,0,6,1,30,2,2220,670,840,1900,100,0,570,55,30,47,Medium,Rendah,IMG-HJ-01798.jpg
OBS-HJ-01799,2026-01-20,HJ-G-0921,Permukiman,-3.483333,138.518493,15,34,Ya,Tinggi,4.3,353,5,2,1,0,39,1,1080,100,570,670,1530,0,930,61,39,50,High,Rendah,IMG-HJ-01799.jpg
OBS-HJ-01800,2026-04-29,HJ-G-0356,Rawa,-3.493243,138.504962,78,93,Ya,Tinggi,57.0,256,1,1,0,0,40,0,980,1570,1510,0,2810,820,2420,86,40,64,Very High,Sedang,IMG-HJ-01800.jpg
OBS-HJ-01801,2026-01-31,HJ-G-0968,Permukiman,-3.482432,138.515787,5,53,Tidak,Sedang,13.7,424,10,2,1,4,70,1,760,100,610,500,1840,0,1250,49,70,48,Medium,Rendah,IMG-HJ-01801.jpg
OBS-HJ-01802,2026-05-29,HJ-G-0690,Bekas Tambang,-3.487838,138.535634,52,70,Ya,Rendah,42.2,145,4,2,29,17,78,2,2550,850,1030,2400,0,200,1070,83,78,74,Very High,Sedang,IMG-HJ-01802.jpg
OBS-HJ-01803,2026-01-09,HJ-G-0361,Rawa,-3.493243,138.509472,78,53,Ya,Rendah,19.2,390,0,0,0,0,12,3,1270,1360,1500,0,2310,360,1950,79,12,61,High,Sedang,IMG-HJ-01803.jpg
OBS-HJ-01804,2025-11-28,HJ-G-1676,Sawah,-3.46982,138.523004,75,47,Ya,Tinggi,24.1,303,0,0,1,0,32,1,220,0,990,2050,2240,1500,1960,69,32,54,High,Sedang,IMG-HJ-01804.jpg
OBS-HJ-01805,2026-03-12,HJ-G-0539,Bekas Tambang,-3.490541,138.534732,77,62,Ya,Tinggi,41.4,249,9,3,15,6,100,1,2700,1120,1260,2300,0,450,1040,78,100,73,High,Sedang,IMG-HJ-01805.jpg
OBS-HJ-01806,2026-02-25,HJ-G-0727,Permukiman,-3.486937,138.523906,11,38,Ya,Rendah,7.2,342,1,0,2,0,30,2,1700,500,720,1120,810,0,230,63,30,52,High,Sedang,IMG-HJ-01806.jpg
OBS-HJ-01807,2026-02-08,HJ-G-1109,Hutan,-3.47973,138.507668,78,71,Ya,Sedang,2.6,364,0,0,9,0,19,0,0,300,20,300,2770,220,2190,90,19,62,Very High,Sedang,IMG-HJ-01807.jpg
OBS-HJ-01808,2025-11-24,HJ-G-2014,Hutan,-3.463514,138.512179,54,77,Tidak,Rendah,12.4,240,0,0,2,0,1,0,0,1200,1490,2160,3480,1910,3040,53,1,35,Medium,Rendah,IMG-HJ-01808.jpg
OBS-HJ-01809,2025-12-09,HJ-G-1290,Sawah,-3.477027,138.535634,66,51,Ya,Tinggi,45.2,324,5,0,1,0,27,4,1800,0,110,2690,1100,400,1560,82,27,68,Very High,Sedang,IMG-HJ-01809.jpg
OBS-HJ-01810,2025-11-24,HJ-G-1004,Hutan,-3.481532,138.503157,76,55,Ya,Tinggi,4.7,332,4,2,6,3,71,0,0,820,530,220,3160,610,2610,78,71,65,High,Sedang,IMG-HJ-01810.jpg
OBS-HJ-01811,2025-10-11,HJ-G-1375,Sawah,-3.475225,138.522102,48,45,Tidak,Tinggi,33.9,309,0,0,0,0,20,1,500,0,410,1560,1780,900,1400,67,20,50,High,Rendah,IMG-HJ-01811.jpg
OBS-HJ-01812,2026-01-24,HJ-G-1805,Hutan,-3.467117,138.50406,36,73,Tidak,Rendah,21.9,392,0,0,2,1,30,0,0,1140,1410,1710,3860,1620,3300,45,30,35,Medium,Rendah,IMG-HJ-01812.jpg
OBS-HJ-01813,2026-02-05,HJ-G-1339,Sawah,-3.476126,138.534732,49,80,Ya,Tinggi,19.0,348,0,0,1,0,20,3,1660,0,150,2640,1200,500,1570,80,20,63,High,Sedang,IMG-HJ-01813.jpg
OBS-HJ-01814,2026-02-24,HJ-G-1404,Hutan,-3.474324,138.503157,52,67,Ya,Rendah,4.8,358,0,0,2,0,24,0,0,810,790,950,3500,990,2910,72,24,52,High,Sedang,IMG-HJ-01814.jpg
OBS-HJ-01815,2026-06-23,HJ-G-0944,Permukiman,-3.483333,138.539242,0,58,Tidak,Tinggi,1.8,82,10,2,5,2,68,1,2520,580,820,2860,500,0,1530,33,68,37,Low,Rendah,IMG-HJ-01815.jpg
OBS-HJ-01816,2026-03-06,HJ-G-0544,Bekas Tambang,-3.490541,138.539242,74,46,Ya,Rendah,74.0,283,14,0,17,3,63,1,3040,1300,1490,2800,0,200,1520,84,63,70,Very High,Sedang,IMG-HJ-01816.jpg
OBS-HJ-01817,2026-06-05,HJ-G-1901,Hutan,-3.465315,138.500451,46,45,Ya,Sedang,14.2,109,2,0,1,0,35,0,0,1560,1790,1990,4300,1970,3730,73,35,54,High,Sedang,IMG-HJ-01817.jpg
OBS-HJ-01818,2026-01-29,HJ-G-0488,Bekas Tambang,-3.491441,138.533829,77,100,Ya,Tinggi,31.2,368,5,3,30,10,96,3,2720,1170,1310,2200,0,410,990,86,96,82,Very High,Tinggi,IMG-HJ-01818.jpg
OBS-HJ-01819,2026-01-16,HJ-G-1361,Hutan,-3.475225,138.509472,61,42,Ya,Tinggi,9.0,322,0,0,5,1,18,0,0,100,330,820,2860,600,2260,77,18,54,High,Sedang,IMG-HJ-01819.jpg
OBS-HJ-01820,2025-10-06,HJ-G-0439,Bekas Tambang,-3.492342,138.534732,59,71,Ya,Sedang,46.6,315,2,1,13,3,81,1,2860,1300,1440,2300,0,450,1130,84,81,73,Very High,Sedang,IMG-HJ-01820.jpg
OBS-HJ-01821,2026-06-12,HJ-G-1178,Sawah,-3.478829,138.524808,59,70,Ya,Sedang,3.8,123,3,0,0,0,26,2,1000,0,180,1530,1280,500,940,81,26,63,Very High,Sedang,IMG-HJ-01821.jpg
OBS-HJ-01822,2026-05-12,HJ-G-2268,Hutan,-3.459009,138.515787,54,39,Tidak,Rendah,3.2,140,2,0,7,1,40,0,0,890,1980,2750,3670,2470,3330,38,40,33,Low,Rendah,IMG-HJ-01822.jpg
OBS-HJ-01823,2026-02-24,HJ-G-2320,Hutan,-3.458108,138.517591,22,56,Tidak,Rendah,4.2,365,0,0,5,1,26,0,0,780,2090,2910,3670,2620,3360,40,26,31,Low,Rendah,IMG-HJ-01823.jpg
OBS-HJ-01824,2025-11-25,HJ-G-0058,Belukar/Lahan Terbuka,-3.498649,138.506766,33,24,Tidak,Sedang,10.3,295,0,0,3,0,35,1,1620,2020,2090,200,2720,670,2480,55,35,45,Medium,Rendah,IMG-HJ-01824.jpg
OBS-HJ-01825,2026-03-08,HJ-G-0355,Rawa,-3.493243,138.50406,69,78,Ya,Sedang,44.5,325,0,0,0,0,23,0,950,1610,1540,0,2910,920,2520,92,23,64,Very High,Sedang,IMG-HJ-01825.jpg
